Date,Record Number,Record Type,Address,Description,Status,Unnamed: 6
03/20/2025,25475-01982,Enforcement/Environmental Health/Unoccupied Structure/Solid Waste,"1540 25TH AVE, COLUMBUS OH 43211",SW Vacant,Active,
03/20/2025,25440-01310,Enforcement/Housing Code Inspection/Structure/General,"2874 E 5TH AVE, Columbus OH 43219",2874 E 5TH AVE - Tree down in front yard,Active,
03/20/2025,25440-01322,Enforcement/Housing Code Inspection/Structure/General,"7201 ALMA TERRACE DR, Columbus OH 43054",7201 ALMA TERRACE DR - sidewalk is bubbled up. looks like tree was not planted correctly and possibly caused the issue.,Closed,
03/20/2025,25440-01306,Enforcement/Housing Code Inspection/Exterior/General,"4114 BROADVIEW CT, COLUMBUS OH 43230",Housing violations,Active,
03/20/2025,25440-01300,Enforcement/Housing Code Inspection/Exterior/General,"2687 COOPER RIDGE RD, COLUMBUS OH 43231",External housing violations,Active,
03/20/2025,25440-01315,Enforcement/Housing Code Inspection/Exterior/General,"1633 E HUDSON ST, COLUMBUS OH 43211",ext housing violations and environmental violations,Active,
03/20/2025,25475-01988,Enforcement/Environmental Health/Unoccupied Structure/Solid Waste,"427 N GARFIELD AVE, COLUMBUS OH 43203",Solid waste on vacant property.  Original CAP 25470-02171,Active,
03/20/2025,25440-01294,Enforcement/Housing Code Inspection/Structure/General,"1201 NANTUCKET AVE, Columbus OH 43235","1201 NANTUCKET AVE - Trash outside of house and blowing into bushes and neighbors yard. When I approached to photograph, two rats (not mice) ran away and under the shed that is full of full garbage bags.",Active,
03/20/2025,25440-01318,Enforcement/Housing Code Inspection/Interior/General,"5317 EDGEWAY DR, COLUMBUS OH 43231",Housing violations,Active,
03/20/2025,25440-01305,Enforcement/Housing Code Inspection/Structure/General,"2460 JACKSON PIKE, Columbus OH 43223","2460 JACKSON PIKE - PRISONERS ARE COMPLAINING ABOUT MOLD, AND CHIP PAINT WHERE THEY SLEEP THEY FEEL THAT THE CONDITIONS ARE TERRIBLE",Active,
03/20/2025,25440-01311,Enforcement/Housing Code Inspection/Structure/General,"2577 NONA RD, Columbus OH 43207","2577 NONA RD - Caller states many violations in home, she would like a code office to inspect.Having issues with the Management maintenance saying they will fix things, and its not done properlyplease make contact soon",Active,
03/20/2025,25440-01316,Enforcement/Housing Code Inspection/Interior/General,"5004 LABELLE DR, COLUMBUS OH 43232",Missing smoke detectors,PACE - Active,
03/20/2025,25440-01308,Enforcement/Housing Code Inspection/Exterior/General,"2261 MUIRWOOD DR, COLUMBUS OH 43232",,Active,
03/20/2025,25450-00623,Enforcement/Vacant Structure Inspection/Residential/Other,"3240 E BROAD ST, Columbus OH 43209",3240 E BROAD ST - abandoned car wash with graffiti,Active,
03/20/2025,25450-00619,Enforcement/Vacant Structure Inspection/Residential/Exterior Violations,"1259 E 24TH AVE, COLUMBUS OH 43211",ext housing violations - vacant,Active,
03/20/2025,25450-00624,Enforcement/Vacant Structure Inspection/Residential/Other,"1195 ACTON RD, Columbus OH 43224",1195 ACTON RD - this is a vacant burnt out property that lives were lost - CFD put all of the debris from inside the property in the front yard - resident is asking that is be cleaned,Closed,
03/20/2025,25475-01964,Enforcement/Environmental Health/Vacant Lot/NA,"1512 THOMAS AVE, Columbus OH 43223",1512 THOMAS AVE - Homeless man living in tent near alley and bushes at back of vacant lot,Closed,
03/20/2025,25440-01289,Enforcement/Housing Code Inspection/Interior/General,"1480 BURSTOCK RD, UNIT A, COLUMBUS OH 43206",interior violations,Active,
03/20/2025,25440-01319,Enforcement/Housing Code Inspection/Structure/General,"5373 SPIRE LN, Columbus OH 43232",5373 SPIRE LN - garage is falling down. Its a hazard as well as an eye sore.,Active,
03/20/2025,25440-01299,Enforcement/Housing Code Inspection/Exterior/General,"5617 COUNTRIE GLEN DR, COLUMBUS OH 43119",gutter hanging from structure,Active,
03/20/2025,25440-01295,Enforcement/Housing Code Inspection/Interior/General,"437 S 17TH ST, COLUMBUS OH 43205",Exterior housing violations.,Active,
03/20/2025,25440-01288,Enforcement/Housing Code Inspection/Interior/General,"2286 INDIANOLA AVE, COLUMBUS OH 43202",OSU off campus safety inspection,Closed,
03/20/2025,25440-01301,Enforcement/Housing Code Inspection/Structure/General,"1675 WOODSPRING DR, Columbus OH 43065","1675 WOODSPRING DR - there are severely damaged sidewalks all over the Woodbridge green neighborhood. At times it is dangerous to walk, often people are tripping over popped up sidewalks due to large trees that were planted by the city and exist between the street and sidewalk.",Closed,
03/20/2025,25451-00617,Enforcement/Vacant Structure Inspection/Residential/Emergency--Board Up,"1250 E HUDSON ST, COLUMBUS OH 43211",1250 E. HUDSON ST - VACANT HOUSE NEEDS BOARDED UP AGAIN.  SMALL WINDOW NOT BOARDED AND IS NOW BUSTED OPEN.  PROPERTY OPEN/UNSECURED.  PLEASE CHECK.  PLEASE RE-PLACARD IF NEEDED.,Closed,
03/20/2025,25440-01287,Enforcement/Housing Code Inspection/Structure/General,"60 SCHULTZ AVE, Columbus OH 43222","60 SCHULTZ AVE - Sidewalk has been dug up for water issues and has been left unsafe (rocky, muddy, uneven gaping hole) for over 2 months",Closed,
03/20/2025,25440-01293,Enforcement/Housing Code Inspection/Structure/General,"739 KIMBALL PL, Columbus OH 43205",739 KIMBALL PL - A City tree branch fell in my yard and it needs to be disposed and the tree needs to be evaluated to determine if it is safe.,Active,
03/20/2025,25440-01286,Enforcement/Housing Code Inspection/Exterior/General,"1050 S KELLNER RD, COLUMBUS OH 43209",1050-1052 S Kellner Rd- Duplex with exterior violations.,Active,
03/20/2025,25440-01298,Enforcement/Housing Code Inspection/Structure/General,"1070 URANA AVE, Columbus OH 43224",1070 URANA AVE - 8 years ago a 2 foot diameter branch fell from this tree onto my house located next door. Recently large branches have been falling from the obviously dead silver maple tree onto my driveway and the street/sidewalk. These block not only the sidewalk but also parts of the street. This causes high concern for debris hitting cars on my property.,Active,
03/20/2025,25440-01297,Enforcement/Housing Code Inspection/Structure/General,"2894 SHILLING DR, Columbus OH 43232","2894 SHILLING DR - Resident reports her mother, Erika Hatton, lives at the Winchester Oaks Apartments. Her mother just had surgery so daughter, Mary Tanksley, 6149730331, will handle scheduling inspect. Resident reports nothing has improved since the time her mother has reported apartment complex. States the ceiling is leaking and getting worse. States they sent someone to look at it, said they would be back to repair and never came back. States there is mold in apartment and her mother is getting sick. The roof is damaged. States there is no one on premises.",Active,
03/20/2025,25440-01304,Enforcement/Housing Code Inspection/Structure/General,"1810 LAFAYETTE PL, Columbus OH 43212","1810 LAFAYETTE PL, B12 - Resident states there is an uncovered gap above his door and the birds attack him when he enters his home. There are exposed wires directly below the gap as well. The flooded his apartment while trying to fix the washer. There is mold in the bathroom ceiling that has been there for at least a month. He reached out in October and has not responded. Please investigate.",Active,
03/20/2025,25450-00622,Enforcement/Vacant Structure Inspection/Residential/Other,"3167 ADIRONDACK AVE, Columbus OH 43231","3167 ADIRONDACK AVE - Caller states house was burned down, Wanting to know what is going to be done now. The property looks a mess with debris in the yardPlease address",Closed,
03/20/2025,25440-01302,Enforcement/Housing Code Inspection/Exterior/General,"1043 DRAYSON DR, COLUMBUS OH 43119",fence in poor condition,Active,
03/20/2025,25475-01976,Enforcement/Environmental Health/Occupied/Infestation,"2441 MORSE CREEK DR, Columbus OH 43224","2441 MORSE CREEK DR - Resident reported there is Roach, mice infestation.No bath room door resident reported that management is not helping",Active,
03/20/2025,25440-01317,Enforcement/Housing Code Inspection/Structure/General,"2033 W BROAD ST, Columbus OH 43223","2033 W BROAD ST -  ongoing problem for several monthscaller states this building should be a secured building but the lock has been broken for several months and since then things have gotten BAD;  states homeless have broken it a lower ground level unit and have been doing drugs inside, sleeping and defecating in the common hallway/s at all hours of day and night;  states the hallway lighting on the lower level is not working and it very dark and dangerous;  tenants concerned that management is not doing anything;  please investigate --- access to building and common hallways are not secure and access is open to all;  thank you",Closed,
03/20/2025,25475-01959,Enforcement/Environmental Health/Unoccupied Structure/Solid Waste,"1259 E 24TH AVE, COLUMBUS OH 43211",SW vacant,Active,
03/20/2025,25440-01312,Enforcement/Housing Code Inspection/Structure/General,"777 E 5TH AVE, Columbus OH 43201","777 E 5TH AVE - For a couple of months now there have been parking blocks on the sidewalk blocking full access of the sidewalk. A person on a wheelchair, most certainly can’t get through! The corner is also neglected!",Active,
03/20/2025,25440-01321,Enforcement/Housing Code Inspection/Structure/General,"4844 COLONEL PERRY DR, Columbus OH 43229","4844 COLONEL PERRY DR - tarp for a garage roof, no actual roof on the garage.",Closed,
03/20/2025,25440-01303,Enforcement/Housing Code Inspection/Structure/General,"750 W RICH ST, Columbus OH 43222","750 W RICH ST, 411 - Elevator has been out of order since March 8, 2025.",Active,
03/20/2025,25440-01291,Enforcement/Housing Code Inspection/Structure/General,"2846 S HIGH ST, Columbus OH 43207","2846 S HIGH ST - Rear yard has multiple vehicles on grass, fence has fallen, structure in disrepair, abandoned trampoline turned over.",Active,
03/20/2025,25440-01292,Enforcement/Housing Code Inspection/Structure/General,"2840 S HIGH ST, Columbus OH 43207","2840 S HIGH ST - Vacant house has violations, garage door damaged, missing rear fence, and tires.",Active,
03/20/2025,25440-01307,Enforcement/Housing Code Inspection/Exterior/General,2261 MUIRWOOD,,Closed,
03/20/2025,25440-01290,Enforcement/Housing Code Inspection/Interior/General,"219 CLINTON ST, COLUMBUS OH 43202",OSU off campus safety inspection,Closed,
03/20/2025,25VAC-00620,Enforcement/Vacant Structure Inspection/Vacated/NA,"4858 WARMINSTER DR, COLUMBUS OH 43232",,Active,
03/20/2025,25440-01320,Enforcement/Housing Code Inspection/Structure/General,"3106 ALLEGHENY AVE, Columbus OH 43209","3106 ALLEGHENY AVE, D - Lived there for 10 yearsMold on windows inside of them cant see anything out front of windows. Can only see thick white mold . they are saying they arent going to fix themUnexplained illnesses last 8 years. Please inspect Might point out more things to get fixed. 3106 ALLEGHENY AVE, D",Active,
03/20/2025,25440-01296,Enforcement/Housing Code Inspection/Structure/General,"5163 HAGAN CT, Columbus OH 43016",5163 HAGAN CT - Sidewalk damage due to the trees the city planted in the yards.  People are tripping over the sidewalk because it is raised and uneven.,Closed,
03/20/2025,25440-01309,Enforcement/Housing Code Inspection/Structure/General,"298 S TERRACE AVE, Columbus OH 43204","298 S TERRACE AVE - The dirty street ""lady"" is back there giving stinky pinky in the garage and it's disgusting. The neighborhood is improving. Please board it up and move them back to Sullivant, or to the Mayor's lawn. He seems like a sleazy guy I bet he'd enjoy the show more than my kids.",Closed,
03/20/2025,25VAC-00621,Enforcement/Vacant Structure Inspection/Vacated/NA,"305 JOHNSON ST, COLUMBUS OH 43203",,Active,
03/20/2025,25450-00625,Enforcement/Vacant Structure Inspection/Residential/Other,"5278 HEATHMOOR ST, Columbus OH 43235",5278 HEATHMOOR ST - There is a missing soffit vent cover on the 2nd story that raccoons are using to enter the house.  I have seen 3 large raccoons climbing in the opening early in the morning. I have seen this more than once.,Active,
03/20/2025,25440-01323,Enforcement/Housing Code Inspection/Structure/General,"165 W NORTH BROADWAY, Columbus OH 43214","165 W NORTH BROADWAY - Flood light installed on the back of garage on 3/20/2025, shines through neighbors windows across the alley and does not shut off. Lights illuminate entire neighbors back yards at night as well.",Active,
03/20/2025,25440-01313,Enforcement/Housing Code Inspection/Exterior/General,"2957 E 11TH AVE, COLUMBUS OH 43219",Hole in front Yard,Active,
03/20/2025,25475-01982,Enforcement/Environmental Health/Unoccupied Structure/Solid Waste,"1540 25TH AVE, COLUMBUS OH 43211",SW Vacant,Active,
03/20/2025,25440-01306,Enforcement/Housing Code Inspection/Exterior/General,"4114 BROADVIEW CT, COLUMBUS OH 43230",Housing violations,Active,
03/20/2025,25440-01310,Enforcement/Housing Code Inspection/Structure/General,"2874 E 5TH AVE, Columbus OH 43219",2874 E 5TH AVE - Tree down in front yard,Active,
03/20/2025,25440-01322,Enforcement/Housing Code Inspection/Structure/General,"7201 ALMA TERRACE DR, Columbus OH 43054",7201 ALMA TERRACE DR - sidewalk is bubbled up. looks like tree was not planted correctly and possibly caused the issue.,Closed,
03/20/2025,25440-01300,Enforcement/Housing Code Inspection/Exterior/General,"2687 COOPER RIDGE RD, COLUMBUS OH 43231",External housing violations,Active,
03/20/2025,25440-01315,Enforcement/Housing Code Inspection/Exterior/General,"1633 E HUDSON ST, COLUMBUS OH 43211",ext housing violations and environmental violations,Active,
03/20/2025,25440-01294,Enforcement/Housing Code Inspection/Structure/General,"1201 NANTUCKET AVE, Columbus OH 43235","1201 NANTUCKET AVE - Trash outside of house and blowing into bushes and neighbors yard. When I approached to photograph, two rats (not mice) ran away and under the shed that is full of full garbage bags.",Active,
03/20/2025,25475-01988,Enforcement/Environmental Health/Unoccupied Structure/Solid Waste,"427 N GARFIELD AVE, COLUMBUS OH 43203",Solid waste on vacant property.  Original CAP 25470-02171,Active,
03/20/2025,25440-01318,Enforcement/Housing Code Inspection/Interior/General,"5317 EDGEWAY DR, COLUMBUS OH 43231",Housing violations,Active,
03/20/2025,25440-01305,Enforcement/Housing Code Inspection/Structure/General,"2460 JACKSON PIKE, Columbus OH 43223","2460 JACKSON PIKE - PRISONERS ARE COMPLAINING ABOUT MOLD, AND CHIP PAINT WHERE THEY SLEEP THEY FEEL THAT THE CONDITIONS ARE TERRIBLE",Active,
03/20/2025,25440-01311,Enforcement/Housing Code Inspection/Structure/General,"2577 NONA RD, Columbus OH 43207","2577 NONA RD - Caller states many violations in home, she would like a code office to inspect.Having issues with the Management maintenance saying they will fix things, and its not done properlyplease make contact soon",Active,
03/20/2025,25440-01316,Enforcement/Housing Code Inspection/Interior/General,"5004 LABELLE DR, COLUMBUS OH 43232",Missing smoke detectors,PACE - Active,
03/20/2025,25440-01308,Enforcement/Housing Code Inspection/Exterior/General,"2261 MUIRWOOD DR, COLUMBUS OH 43232",,Active,
03/20/2025,25450-00623,Enforcement/Vacant Structure Inspection/Residential/Other,"3240 E BROAD ST, Columbus OH 43209",3240 E BROAD ST - abandoned car wash with graffiti,Active,
03/20/2025,25450-00619,Enforcement/Vacant Structure Inspection/Residential/Exterior Violations,"1259 E 24TH AVE, COLUMBUS OH 43211",ext housing violations - vacant,Active,
03/20/2025,25475-01964,Enforcement/Environmental Health/Vacant Lot/NA,"1512 THOMAS AVE, Columbus OH 43223",1512 THOMAS AVE - Homeless man living in tent near alley and bushes at back of vacant lot,Closed,
03/20/2025,25450-00624,Enforcement/Vacant Structure Inspection/Residential/Other,"1195 ACTON RD, Columbus OH 43224",1195 ACTON RD - this is a vacant burnt out property that lives were lost - CFD put all of the debris from inside the property in the front yard - resident is asking that is be cleaned,Closed,
03/20/2025,25440-01289,Enforcement/Housing Code Inspection/Interior/General,"1480 BURSTOCK RD, UNIT A, COLUMBUS OH 43206",interior violations,Active,
03/20/2025,25440-01319,Enforcement/Housing Code Inspection/Structure/General,"5373 SPIRE LN, Columbus OH 43232",5373 SPIRE LN - garage is falling down. Its a hazard as well as an eye sore.,Active,
03/20/2025,25440-01299,Enforcement/Housing Code Inspection/Exterior/General,"5617 COUNTRIE GLEN DR, COLUMBUS OH 43119",gutter hanging from structure,Active,
03/20/2025,25440-01301,Enforcement/Housing Code Inspection/Structure/General,"1675 WOODSPRING DR, Columbus OH 43065","1675 WOODSPRING DR - there are severely damaged sidewalks all over the Woodbridge green neighborhood. At times it is dangerous to walk, often people are tripping over popped up sidewalks due to large trees that were planted by the city and exist between the street and sidewalk.",Closed,
03/20/2025,25440-01295,Enforcement/Housing Code Inspection/Interior/General,"437 S 17TH ST, COLUMBUS OH 43205",Exterior housing violations.,Active,
03/20/2025,25451-00617,Enforcement/Vacant Structure Inspection/Residential/Emergency--Board Up,"1250 E HUDSON ST, COLUMBUS OH 43211",1250 E. HUDSON ST - VACANT HOUSE NEEDS BOARDED UP AGAIN.  SMALL WINDOW NOT BOARDED AND IS NOW BUSTED OPEN.  PROPERTY OPEN/UNSECURED.  PLEASE CHECK.  PLEASE RE-PLACARD IF NEEDED.,Closed,
03/20/2025,25440-01287,Enforcement/Housing Code Inspection/Structure/General,"60 SCHULTZ AVE, Columbus OH 43222","60 SCHULTZ AVE - Sidewalk has been dug up for water issues and has been left unsafe (rocky, muddy, uneven gaping hole) for over 2 months",Closed,
03/20/2025,25440-01293,Enforcement/Housing Code Inspection/Structure/General,"739 KIMBALL PL, Columbus OH 43205",739 KIMBALL PL - A City tree branch fell in my yard and it needs to be disposed and the tree needs to be evaluated to determine if it is safe.,Active,
03/20/2025,25440-01288,Enforcement/Housing Code Inspection/Interior/General,"2286 INDIANOLA AVE, COLUMBUS OH 43202",OSU off campus safety inspection,Closed,
03/20/2025,25440-01286,Enforcement/Housing Code Inspection/Exterior/General,"1050 S KELLNER RD, COLUMBUS OH 43209",1050-1052 S Kellner Rd- Duplex with exterior violations.,Active,
03/20/2025,25440-01297,Enforcement/Housing Code Inspection/Structure/General,"2894 SHILLING DR, Columbus OH 43232","2894 SHILLING DR - Resident reports her mother, Erika Hatton, lives at the Winchester Oaks Apartments. Her mother just had surgery so daughter, Mary Tanksley, 6149730331, will handle scheduling inspect. Resident reports nothing has improved since the time her mother has reported apartment complex. States the ceiling is leaking and getting worse. States they sent someone to look at it, said they would be back to repair and never came back. States there is mold in apartment and her mother is getting sick. The roof is damaged. States there is no one on premises.",Active,
03/20/2025,25440-01304,Enforcement/Housing Code Inspection/Structure/General,"1810 LAFAYETTE PL, Columbus OH 43212","1810 LAFAYETTE PL, B12 - Resident states there is an uncovered gap above his door and the birds attack him when he enters his home. There are exposed wires directly below the gap as well. The flooded his apartment while trying to fix the washer. There is mold in the bathroom ceiling that has been there for at least a month. He reached out in October and has not responded. Please investigate.",Active,
03/20/2025,25440-01298,Enforcement/Housing Code Inspection/Structure/General,"1070 URANA AVE, Columbus OH 43224",1070 URANA AVE - 8 years ago a 2 foot diameter branch fell from this tree onto my house located next door. Recently large branches have been falling from the obviously dead silver maple tree onto my driveway and the street/sidewalk. These block not only the sidewalk but also parts of the street. This causes high concern for debris hitting cars on my property.,Active,
03/20/2025,25450-00622,Enforcement/Vacant Structure Inspection/Residential/Other,"3167 ADIRONDACK AVE, Columbus OH 43231","3167 ADIRONDACK AVE - Caller states house was burned down, Wanting to know what is going to be done now. The property looks a mess with debris in the yardPlease address",Closed,
03/20/2025,25440-01302,Enforcement/Housing Code Inspection/Exterior/General,"1043 DRAYSON DR, COLUMBUS OH 43119",fence in poor condition,Active,
03/20/2025,25440-01321,Enforcement/Housing Code Inspection/Structure/General,"4844 COLONEL PERRY DR, Columbus OH 43229","4844 COLONEL PERRY DR - tarp for a garage roof, no actual roof on the garage.",Closed,
03/20/2025,25440-01303,Enforcement/Housing Code Inspection/Structure/General,"750 W RICH ST, Columbus OH 43222","750 W RICH ST, 411 - Elevator has been out of order since March 8, 2025.",Active,
03/20/2025,25475-01976,Enforcement/Environmental Health/Occupied/Infestation,"2441 MORSE CREEK DR, Columbus OH 43224","2441 MORSE CREEK DR - Resident reported there is Roach, mice infestation.No bath room door resident reported that management is not helping",Active,
03/20/2025,25440-01291,Enforcement/Housing Code Inspection/Structure/General,"2846 S HIGH ST, Columbus OH 43207","2846 S HIGH ST - Rear yard has multiple vehicles on grass, fence has fallen, structure in disrepair, abandoned trampoline turned over.",Active,
03/20/2025,25440-01317,Enforcement/Housing Code Inspection/Structure/General,"2033 W BROAD ST, Columbus OH 43223","2033 W BROAD ST -  ongoing problem for several monthscaller states this building should be a secured building but the lock has been broken for several months and since then things have gotten BAD;  states homeless have broken it a lower ground level unit and have been doing drugs inside, sleeping and defecating in the common hallway/s at all hours of day and night;  states the hallway lighting on the lower level is not working and it very dark and dangerous;  tenants concerned that management is not doing anything;  please investigate --- access to building and common hallways are not secure and access is open to all;  thank you",Closed,
03/20/2025,25475-01959,Enforcement/Environmental Health/Unoccupied Structure/Solid Waste,"1259 E 24TH AVE, COLUMBUS OH 43211",SW vacant,Active,
03/20/2025,25440-01312,Enforcement/Housing Code Inspection/Structure/General,"777 E 5TH AVE, Columbus OH 43201","777 E 5TH AVE - For a couple of months now there have been parking blocks on the sidewalk blocking full access of the sidewalk. A person on a wheelchair, most certainly can’t get through! The corner is also neglected!",Active,
03/20/2025,25440-01292,Enforcement/Housing Code Inspection/Structure/General,"2840 S HIGH ST, Columbus OH 43207","2840 S HIGH ST - Vacant house has violations, garage door damaged, missing rear fence, and tires.",Active,
